,netID,frequency,latitude,longitude,azimuth,quality,elevation,newdate,newtime
2022-07-18 13:39:07,60,9800000.0,46.5601,118.233,46.0,9,14.5,738354,187207
2022-07-18 13:39:39,64,14980000.0,46.5601,118.233,46.0,9,14.5,738354,187239
2022-07-18 13:39:39,64,14980000.0,46.5601,118.233,40.2,9,11.6,738354,187239
2022-07-18 11:31:08,24,6125000.0,24.5839,83.4197,77.9,6,49.5,738354,151208
2022-07-18 11:31:08,24,6125000.0,24.5839,83.4197,77.9,6,49.5,738354,151208
2022-07-18 11:31:08,24,6125000.0,24.5839,83.4197,77.9,6,49.5,738354,151208
2022-07-18 11:31:08,24,6125000.0,24.5839,83.4197,77.9,6,49.5,738354,151208
2022-07-18 11:31:08,24,6125000.0,24.5839,83.4197,77.9,6,49.5,738354,151208
2022-07-18 11:31:08,24,6125000.0,24.5839,83.4197,43.0,9,32.1,738354,151208
2022-07-18 11:31:08,24,6125000.0,33.0067,93.4431,41.8,5,13.5,738354,151208
2022-07-18 11:31:08,24,6125000.0,33.0067,93.4431,58.0,7,30.0,738354,151208
2022-07-18 11:31:08,24,6125000.0,35.6683,99.311,43.6,8,12.5,738354,151208
2022-07-18 11:31:08,24,6125000.0,35.6683,99.311,56.1,4,0.5,738354,151208
2022-07-18 11:31:08,24,6125000.0,32.5678,94.494,43.9,7,25.0,738354,151208
2022-07-18 11:31:08,24,6125000.0,32.5678,94.494,59.8,7,33.0,738354,151208
2022-07-18 11:31:08,24,6125000.0,25.629,84.1621,73.7,8,21.5,738354,151208
2022-07-18 11:31:08,24,6125000.0,25.629,84.1621,41.8,7,45.6,738354,151208
2022-07-18 11:31:08,24,6125000.0,37.1403,102.118,54.8,8,21.0,738354,151208
2022-07-18 11:31:08,24,6125000.0,37.1403,102.118,43.7,6,33.5,738354,151208
2022-07-18 13:39:15,62,11806250.0,21.7624,60.6228,266.7,8,25.0,738354,187215
2022-07-18 13:39:15,62,11806250.0,21.7624,60.6228,299.0,8,22.6,738354,187215
2022-07-18 13:39:15,62,11806250.0,21.7218,60.5238,266.5,9,25.0,738354,187215
2022-07-18 13:39:15,62,11806250.0,21.7218,60.5238,298.7,8,20.6,738354,187215
2022-07-18 13:39:15,62,11806250.0,21.7394,60.6764,299.0,8,22.6,738354,187215
2022-07-18 13:39:15,62,11806250.0,21.7394,60.6764,266.5,9,25.0,738354,187215
2022-07-18 14:24:27,94,5875000.0,31.9126,97.7326,63.1,6,25.5,738354,136827
2022-07-18 14:06:21,78,5925000.0,31.9126,97.7326,63.1,6,25.5,738354,72021
2022-07-18 14:06:21,78,5925000.0,31.9126,97.7326,48.6,5,0.0,738354,72021
2022-07-18 11:14:51,10,7275000.0,31.2953,89.7895,39.8,8,43.1,738354,90051
2022-07-19 09:48:55,158,9980000.0,31.2953,89.7895,39.8,8,43.1,738355,205255
2022-07-19 09:48:55,158,9980000.0,31.2953,89.7895,59.3,7,52.5,738355,205255
2022-07-18 14:28:34,98,9480000.0,23.3959,97.1792,82.7,8,13.0,738354,151234
2022-07-18 14:28:34,98,9480000.0,23.3959,97.1792,66.4,8,23.0,738354,151234
2022-07-18 14:28:34,98,9480000.0,23.5852,85.5549,82.8,8,21.5,738354,151234
2022-07-18 14:28:34,98,9480000.0,23.5852,85.5549,51.7,9,19.5,738354,151234
2022-07-18 14:28:21,96,4940000.0,27.8548,117.971,72.7,7,19.5,738354,151221
2022-07-18 14:28:21,96,4940000.0,27.8548,117.971,65.4,6,15.0,738354,151221
2022-07-18 11:15:58,12,9350000.0,19.0578,96.7164,93.0,8,15.5,738354,93658
2022-07-18 11:15:58,12,9350000.0,19.0578,96.7164,77.2,6,9.5,738354,93658
2022-07-18 13:34:04,56,4450000.0,38.1035,66.9495,351.0,8,32.0,738354,169204
2022-07-20 07:05:48,188,15480000.0,38.1035,66.9495,351.0,8,32.0,738356,43248
2022-07-18 14:36:40,100,7600000.0,38.1035,66.9495,351.0,8,32.0,738354,180040
2022-07-18 14:36:40,100,7600000.0,38.1035,66.9495,346.4,6,29.1,738354,180040
2022-07-18 14:51:49,102,8576250.0,57.1717,112.934,26.1,7,51.1,738354,234049
2022-07-18 14:52:01,104,9657500.0,57.1717,112.934,26.1,7,51.1,738354,237601
2022-07-18 14:52:08,106,13680000.0,57.1717,112.934,26.1,7,51.1,738354,237608
2022-07-18 14:52:08,106,13680000.0,57.1717,112.934,30.6,7,49.0,738354,237608
2022-07-18 14:52:08,106,13680000.0,25.9023,108.459,66.3,8,27.0,738354,237608
2022-07-18 14:52:08,106,13680000.0,25.9023,108.459,76.6,8,8.0,738354,237608
2022-07-18 14:52:08,106,13680000.0,25.9023,108.459,66.3,8,27.0,738354,237608
2022-07-18 14:52:08,106,13680000.0,25.9023,108.459,76.6,8,8.0,738354,237608
2022-07-18 14:54:14,109,15988750.0,14.4779,71.0688,268.0,6,59.1,738354,244814
2022-07-18 14:54:14,109,15988750.0,14.4779,71.0688,248.5,8,25.0,738354,244814
2022-07-18 14:54:14,109,15988750.0,13.2293,49.0946,268.0,6,59.1,738354,244814
2022-07-18 14:54:14,109,15988750.0,13.2293,49.0946,248.5,8,25.0,738354,244814
2022-07-19 06:16:56,127,11660000.0,19.1001,72.8843,346.9,9,65.6,738355,79256
2022-07-19 08:17:33,129,11685000.0,19.1001,72.8843,346.9,9,65.6,738355,90033
2022-07-19 08:25:36,133,11975000.0,19.1001,72.8843,346.9,9,65.6,738355,118836
2022-07-19 08:26:32,135,11560000.0,19.1001,72.8843,346.9,9,65.6,738355,122432
2022-07-19 08:49:42,139,10018750.0,19.1001,72.8843,346.9,9,65.6,738355,205242
2022-07-19 08:49:42,139,10018750.0,19.1001,72.8843,141.9,8,23.5,738355,205242
2022-07-19 08:50:00,141,11710000.0,31.5273,93.3051,61.5,7,24.0,738355,208800
2022-07-19 08:50:00,141,11710000.0,31.5273,93.3051,44.4,5,16.1,738355,208800
2022-07-19 08:56:41,145,7987500.0,14.2435,47.7675,252.4,8,33.0,738355,230441
2022-07-19 09:58:35,162,12715000.0,14.2435,47.7675,252.4,8,33.0,738355,241235
2022-07-19 09:58:35,162,12715000.0,14.2435,47.7675,270.8,6,38.6,738355,241235
2022-07-19 10:00:59,164,9570000.0,15.333,73.699,234.9,6,0.1,738355,36059
2022-07-19 10:00:59,164,9570000.0,15.333,73.699,153.8,5,27.5,738355,36059
2022-07-19 10:23:58,166,15310000.0,22.5874,58.9409,272.4,8,37.0,738355,118858
2022-07-19 10:23:58,166,15310000.0,22.5874,58.9409,299.4,8,22.6,738355,118858
2022-07-19 10:24:43,168,15250000.0,25.495,102.648,77.7,7,18.0,738355,122443
2022-07-19 10:24:43,168,15250000.0,25.495,102.648,64.8,9,21.0,738355,122443
2022-07-19 12:23:46,170,6065000.0,41.1128,144.327,51.4,7,36.0,738355,126046
2022-07-19 12:23:46,170,6065000.0,41.1128,144.327,53.9,7,35.5,738355,126046
2022-07-19 12:24:05,172,7226250.0,28.2449,88.0016,66.9,9,32.5,738355,129605
2022-07-19 12:24:05,172,7226250.0,28.2449,88.0016,43.3,8,38.6,738355,129605
2022-07-20 07:03:44,178,13610000.0,53.372,96.7032,26.5,8,26.0,738356,36044
2022-07-20 07:03:51,180,13530000.0,53.372,96.7032,26.5,8,26.0,738356,36051
2022-07-20 07:04:41,182,11950000.0,53.372,96.7032,26.5,8,26.0,738356,39641
2022-07-20 07:05:34,184,11860000.0,53.372,96.7032,26.5,8,26.0,738356,43234
2022-07-20 07:05:55,190,17615000.0,53.372,96.7032,26.5,8,26.0,738356,43255
2022-07-20 07:47:37,192,11771250.0,53.372,96.7032,26.5,8,26.0,738356,194437
2022-07-20 07:47:37,192,11771250.0,53.372,96.7032,20.3,8,18.1,738356,194437
2022-07-20 10:31:46,203,8158750.0,37.8286,48.424,314.4,8,14.5,738356,147646
2022-07-20 12:26:47,227,15690000.0,37.8286,48.424,314.4,8,14.5,738356,136847
2022-07-20 12:26:47,227,15690000.0,37.8286,48.424,319.9,8,14.1,738356,136847
2022-07-20 12:26:59,229,18900000.0,45.4881,116.017,40.6,9,9.1,738356,136859
2022-07-20 12:26:59,229,18900000.0,45.4881,116.017,46.9,7,5.5,738356,136859
2022-07-20 14:31:06,235,6865000.0,51.8153,99.5949,23.8,5,37.6,738356,162006
2022-07-20 14:31:06,235,6865000.0,51.8153,99.5949,30.4,6,25.5,738356,162006
2022-07-21 11:59:20,13016,19950500.0,22.3913,92.4251,65.5,6,61.0,738357,252020
2022-07-21 11:59:20,13016,19950500.0,22.3913,92.4251,86.1,7,61.5,738357,252020
2022-07-20 14:36:20,239,6362500.0,19.0966,68.4922,306.9,4,0.1,738356,180020
2022-07-20 14:36:20,239,6362500.0,19.0966,68.4922,203.2,7,24.0,738356,180020
2022-07-18 14:01:04,70,15745000.0,16.2223,105.288,84.1,7,18.0,738354,54004
2022-07-18 14:01:04,70,15745000.0,16.2223,105.288,94.4,7,12.5,738354,54004
2022-07-20 12:25:12,225,15800000.0,19.8632,99.5478,90.0,6,0.0,738356,133212
2022-07-20 12:25:12,225,15800000.0,19.8632,99.5478,75.9,9,10.5,738356,133212
2022-07-18 14:06:28,80,7385000.0,34.9793,103.842,59.5,8,27.0,738354,72028
2022-07-18 13:38:57,58,7422500.0,34.9793,103.842,59.5,8,27.0,738354,183657
2022-07-18 13:38:57,58,7422500.0,34.9793,103.842,48.4,7,0.0,738354,183657
2022-07-18 14:08:00,84,8646250.0,13.3841,77.3348,141.7,8,5.5,738354,79200
2022-07-18 14:08:12,86,9581250.0,13.3841,77.3348,141.7,8,5.5,738354,79212
2022-07-18 14:08:19,88,9950000.0,13.3841,77.3348,141.7,8,5.5,738354,79219
2022-07-18 14:08:19,88,9950000.0,13.3841,77.3348,120.0,7,48.0,738354,79219
2022-07-18 11:45:26,31,6195000.0,24.4395,73.1047,356.0,4,0.1,738354,201626
2022-07-21 06:05:50,242,8880000.0,24.4395,73.1047,356.0,4,0.1,738357,39650
2022-07-20 14:30:46,231,1592500.0,24.4395,73.1047,356.0,4,0.1,738356,158446
2022-07-20 14:30:58,233,1557500.0,24.4395,73.1047,356.0,4,0.1,738356,158458
2022-07-20 14:31:22,237,6600000.0,24.4395,73.1047,356.0,4,0.1,738356,162022
2022-07-20 14:31:22,237,6600000.0,24.4395,73.1047,55.3,6,16.0,738356,162022
2022-07-18 14:00:55,68,15590000.0,1.6701,104.142,117.4,8,33.5,738354,50455
2022-07-18 14:01:10,72,17560000.0,1.6701,104.142,117.4,8,33.5,738354,54010
2022-07-18 14:05:14,74,16850000.0,1.6701,104.142,117.4,8,33.5,738354,68414
2022-07-18 11:15:58,16,9410000.0,1.6701,104.142,117.4,8,33.5,738354,93658
2022-07-18 11:15:58,16,9410000.0,1.6701,104.142,111.7,7,23.5,738354,93658
2022-07-18 11:15:58,18,9400000.0,10.1559,141.727,87.3,6,32.0,738354,93658
2022-07-18 11:15:58,18,9400000.0,10.1559,141.727,87.3,6,32.0,738354,93658
2022-07-18 11:15:58,18,9400000.0,10.1559,141.727,87.3,6,32.0,738354,93658
2022-07-18 11:15:58,18,9400000.0,10.1559,141.727,87.3,6,32.0,738354,93658
2022-07-18 11:15:58,18,9400000.0,10.1559,141.727,87.3,6,32.0,738354,93658
2022-07-18 11:15:58,18,9400000.0,10.1559,141.727,85.5,7,16.0,738354,93658
2022-07-18 11:45:26,33,7221250.0,32.6098,87.0439,52.5,7,27.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,32.6098,87.0439,52.5,7,27.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,32.6098,87.0439,52.5,7,27.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,32.6098,87.0439,52.5,7,27.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,32.6098,87.0439,52.5,7,27.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,32.6098,87.0439,52.5,7,27.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,32.6098,87.0439,52.5,7,27.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,32.6098,87.0439,52.5,7,27.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,32.6098,87.0439,52.5,7,27.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,32.6098,87.0439,52.5,7,27.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,32.6098,87.0439,32.6,6,31.6,738354,201626
2022-07-18 11:45:26,33,7221250.0,38.8654,101.954,51.6,6,29.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,38.8654,101.954,41.0,9,7.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,33.7764,87.9134,50.5,8,45.0,738354,201626
2022-07-18 11:45:26,33,7221250.0,33.7764,87.9134,32.2,7,40.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,29.6066,83.7777,57.3,8,40.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,29.6066,83.7777,31.2,8,44.6,738354,201626
2022-07-18 11:45:26,33,7221250.0,41.2582,105.364,49.3,8,40.0,738354,201626
2022-07-18 11:45:26,33,7221250.0,41.2582,105.364,40.2,6,29.6,738354,201626
2022-07-18 11:45:26,33,7221250.0,33.2668,89.5657,35.8,7,20.1,738354,201626
2022-07-18 11:45:26,33,7221250.0,33.2668,89.5657,53.8,6,17.0,738354,201626
2022-07-18 11:45:26,33,7221250.0,39.4262,100.403,49.7,8,29.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,39.4262,100.403,38.9,5,24.6,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,41.0,9,7.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,50.5,8,45.0,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,41.0,9,7.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,50.5,8,45.0,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,41.0,9,7.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,50.5,8,45.0,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,41.0,9,7.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,50.5,8,45.0,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,41.0,9,7.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,50.5,8,45.0,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,41.0,9,7.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,50.5,8,45.0,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,41.0,9,7.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,50.5,8,45.0,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,41.0,9,7.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,50.5,8,45.0,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,41.0,9,7.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,50.5,8,45.0,738354,201626
2022-07-18 11:45:26,33,7221250.0,29.6066,83.7777,31.2,8,44.6,738354,201626
2022-07-18 11:45:26,33,7221250.0,29.6066,83.7777,57.3,8,40.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,41.0,9,7.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,50.5,8,45.0,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,41.0,9,7.5,738354,201626
2022-07-18 11:45:26,33,7221250.0,40.3181,104.665,50.5,8,45.0,738354,201626
2022-07-20 07:05:42,186,11895000.0,35.2853,69.1841,356.8,8,20.5,738356,43242
2022-07-18 13:40:43,66,15490000.0,35.2853,69.1841,356.8,8,20.5,738354,190843
2022-07-18 13:40:43,66,15490000.0,35.2853,69.1841,349.1,9,27.1,738354,190843
2022-07-18 13:40:43,66,15490000.0,19.8216,72.934,134.8,6,68.5,738354,190843
2022-07-18 13:40:43,66,15490000.0,19.8216,72.934,349.6,8,12.6,738354,190843
2022-07-18 14:06:12,76,3250000.0,38.7519,75.7776,15.5,8,15.5,738354,72012
2022-07-19 09:33:26,155,15348750.0,38.7519,75.7776,15.5,8,15.5,738355,151226
2022-07-19 09:33:26,155,15348750.0,38.7519,75.7776,3.9,9,20.6,738355,151226
2022-07-18 14:06:38,82,9100000.0,36.1298,143.387,59.5,6,17.5,738354,72038
2022-07-18 14:06:38,82,9100000.0,36.1298,143.387,56.9,9,0.0,738354,72038
2022-07-18 14:06:38,82,9100000.0,37.6556,151.26,56.5,9,20.0,738354,72038
2022-07-18 14:06:38,82,9100000.0,37.6556,151.26,54.9,8,5.5,738354,72038
2022-07-18 14:06:38,82,9100000.0,39.825,124.941,56.1,7,39.5,738354,72038
2022-07-18 14:06:38,82,9100000.0,39.825,124.941,50.7,7,19.5,738354,72038
2022-07-18 14:08:23,90,13690000.0,26.0068,64.8079,307.0,6,23.5,738354,79223
2022-07-18 14:08:23,90,13690000.0,26.0068,64.8079,323.1,7,27.1,738354,79223
2022-07-18 14:19:02,92,5860000.0,26.9087,8.6367,288.0,5,47.0,738354,118802
2022-07-18 14:19:02,92,5860000.0,26.9087,8.6367,292.6,7,39.6,738354,118802
